age,sex,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,Diet,Digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_Ent_Ferm
2931,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2932,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2933,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2934,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2935,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2936,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2937,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2938,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2939,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2940,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2941,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2942,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2943,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2944,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2945,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2946,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2947,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2948,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2949,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2950,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2951,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2952,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2953,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2954,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2955,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2956,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2957,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2958,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2959,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2960,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2961,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2962,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2963,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2964,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2965,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,yes,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2966,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2967,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2968,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2969,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2970,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2971,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2972,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2973,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2974,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2975,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2976,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2977,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2978,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2979,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2980,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2981,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2982,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2983,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2984,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2985,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2986,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2987,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2988,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2989,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2990,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2991,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2992,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2993,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2994,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2995,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2996,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2997,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2998,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
2999,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3000,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3001,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3002,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3003,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3004,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3005,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3006,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3007,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3008,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3009,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3010,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3011,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3012,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3013,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3014,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3015,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3016,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3017,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3018,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3019,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3020,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3021,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3022,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3023,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3024,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3025,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3026,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3027,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3028,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3029,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3030,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3031,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3032,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3033,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3034,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3035,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3036,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3037,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3038,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3039,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3040,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3041,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3042,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3043,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3044,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3045,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3046,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3047,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3048,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3049,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3050,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3051,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3052,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3053,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3054,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3055,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3056,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3057,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3058,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3059,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3060,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3061,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3062,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3063,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3064,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3065,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3066,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3067,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
3068,male,500.0,0.0,500.0,0.37,39.123,1.2,0.0,extensive,0.227,8.881,no,0.0,0.0,yes,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,160.31,0.202
